Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
2016-07-06,10.8,28.9,15.0,214.0,13.7,0.0,317.7,26.0,56.8
2016-07-07,15.0,28.3,13.3,204.8,31.2,0.777,233.9,40.9,67.6
2016-07-08,8.7,25.7,13.1,85.3,17.9,1.505,302.3,53.9,75.1
2016-07-09,2.8,20.5,12.8,104.6,14.7,8.694,200.6,99.9,82.6
2016-07-10,1.4,22.9,14.0,305.3,20.7,2.98,334.8,76.0,72.5
2016-07-12,3.4,24.0,15.7,174.1,22.7,0.0,345.5,31.0,66.3
2016-07-13,5.6,25.1,15.2,203.2,17.0,0.0,240.2,47.3,70.3
2016-07-14,10.8,26.8,13.2,194.0,14.3,13.028,307.7,64.4,79.1
2016-07-15,11.4,29.3,14.6,253.8,17.0,0.0,280.6,28.7,60.0
2016-07-16,7.9,27.4,14.9,216.7,13.0,2.275,292.7,34.5,58.5
2016-07-17,7.9,28.0,14.9,275.0,15.2,0.0,324.6,30.9,57.8
2016-07-18,11.0,27.9,14.0,241.9,21.3,7.079,317.1,40.9,61.7
2016-07-19,2.3,25.9,15.3,318.1,24.9,0.0,248.5,48.0,49.6
2016-07-21,7.6,26.5,14.7,231.6,16.7,0.0,333.7,16.7,55.5
2016-07-22,13.2,29.2,13.5,237.2,24.9,0.0,292.1,27.4,59.2
2016-07-23,5.7,31.1,14.8,282.5,34.0,0.0,335.9,18.2,42.3
2016-07-24,5.9,28.9,15.0,264.7,14.9,0.0,269.5,21.4,47.5
2016-07-25,11.5,27.7,12.5,215.6,14.8,27.558,208.0,53.5,69.1
2016-07-26,3.3,27.5,14.7,303.4,26.6,0.0,284.9,35.2,62.9
2016-07-28,10.4,28.4,13.4,236.1,17.1,0.0,290.0,36.3,61.8
2016-07-29,9.6,24.8,10.9,40.5,20.1,26.485,230.9,71.7,77.9
2016-07-30,10.7,25.0,10.7,93.6,14.0,6.464,272.4,63.9,80.7
2016-07-31,5.3,24.3,11.3,105.7,17.4,19.666,206.5,98.4,87.0
2016-08-01,3.2,23.0,14.1,62.3,20.3,3.407,145.7,95.6,79.9
2016-08-02,3.3,22.8,15.3,65.5,21.4,0.0,255.1,67.7,67.6
2016-08-03,3.3,22.5,15.3,80.4,19.6,0.0,329.8,17.9,64.4
2016-08-04,5.4,23.2,15.1,142.3,15.8,0.0,320.6,21.5,64.1
2016-08-05,6.0,24.5,15.1,210.9,16.3,0.0,317.1,38.1,62.1
2016-08-06,6.7,26.2,14.4,247.1,22.8,1.163,287.1,56.4,69.6
2016-08-07,2.9,26.6,15.6,314.3,23.7,0.0,324.0,19.7,48.0
2016-08-08,6.3,26.0,15.4,15.9,11.7,0.0,156.0,35.4,52.0
2016-08-09,7.1,26.1,15.2,162.6,21.0,0.0,311.6,24.9,57.8
2016-08-10,7.7,27.4,14.4,202.7,19.2,2.256,141.4,84.6,76.1
2016-08-11,8.7,29.5,14.1,229.9,16.1,2.395,139.5,56.9,68.9
2016-08-12,8.5,28.6,13.8,247.2,22.2,9.808,240.7,49.2,73.0
2016-08-13,11.0,31.3,14.3,223.5,16.4,0.04,199.9,26.0,66.2
2016-08-14,4.9,30.6,15.0,277.0,26.2,0.993,234.8,39.7,61.3
2016-08-15,4.4,28.7,15.2,344.0,13.8,0.0,286.1,34.7,63.0
2016-08-16,9.4,28.6,14.0,191.1,24.2,2.474,197.3,56.3,71.5
